EMPLOYEE #,satisfaction_level,last_evaluation
73451,0.86,0.92
73455,0.38,0.56
73465,0.11,0.88
73487,0.45,0.49
73495,0.1,0.85
73508,0.09,0.95
73509,0.39,0.53
12008,0.37,0.47
14424,0.81,0.97
73516,0.09,0.9
73524,0.1,0.88
73529,0.39,0.49
15152,0.83,0.95
73537,0.45,0.57
73540,0.43,0.51
73542,0.8,0.75
73544,0.1,0.86
16178,0.1,0.55
73548,0.36,0.52
73549,0.38,0.5
73551,0.78,0.98
73553,0.44,0.49
73554,0.41,0.46
17968,0.72,0.85
18834,0.46,0.54
73563,0.1,0.9
21604,0.34,0.67
23957,0.11,0.89
73574,0.38,0.56
73579,0.82,0.92
73589,0.39,0.57
73607,0.44,0.53
73615,0.43,0.52
25687,0.84,0.83
73628,0.43,0.48
73635,0.37,0.52
26202,0.74,0.97
73644,0.73,0.97
73645,0.37,0.47
73648,0.58,0.62
73655,0.4,0.54
28585,0.51,0.83
73669,0.46,0.5
73681,0.45,0.54
73684,0.46,0.5
73688,0.39,0.45
73693,0.09,0.88
73711,0.09,0.77
73712,0.37,0.51
73722,0.1,0.89
30143,0.77,1
73726,0.79,0.86
31176,0.43,0.55
31284,0.38,0.53
73739,0.77,0.91
73746,0.44,0.5
73751,0.39,0.46
73758,0.78,0.89
73761,0.1,0.79
32370,0.1,0.77
73775,0.75,0.85
73776,0.46,0.62
73778,0.91,0.97
73782,0.1,0.92
73785,0.72,0.6
33542,0.11,0.95
73796,0.11,0.94
73801,0.46,0.57
73825,0.37,0.46
73831,0.46,0.5
73832,0.43,0.57
73839,0.11,0.82
73842,0.73,0.89
73851,0.43,0.47
73858,0.86,1
73859,0.1,0.83
36859,0.4,0.49
73877,0.11,0.87
73894,0.86,0.98
39780,0.42,1
40495,0.79,0.84
73904,0.1,0.96
73915,0.09,0.92
73921,0.09,0.82
73927,0.87,1
40565,0.36,0.49
41835,0.42,0.75
73934,0.84,0.86
73937,0.1,0.83
45324,0.78,0.71
46838,0.35,0.99
73971,0.1,0.81
73981,0.11,0.8
73982,0.43,0.48
73985,0.38,0.45
73990,0.46,0.54
73999,0.89,0.82
74028,0.45,0.5
49519,0.44,0.53
74044,0.74,0.54
74045,0.45,0.54
74050,0.79,0.93
74054,0.79,0.91
74057,0.11,0.87
51640,0.42,0.48
74072,0.64,0.9
74075,0.4,0.55
74079,0.84,0.98
74083,0.73,0.92
74091,0.4,0.51
74102,0.36,0.45
74103,0.43,0.47
74105,0.11,0.78
52837,0.91,1
74113,0.8,1
74120,0.42,0.49
74127,0.31,0.87
74133,0.44,0.47
53348,0.38,0.54
74148,0.45,0.56
74149,0.43,0.46
56696,0.45,0.46
74156,0.43,0.57
74162,0.43,0.49
74189,0.09,0.83
74195,0.43,0.47
74203,0.79,0.94
74216,0.85,0.58
56892,0.38,0.45
74222,0.11,0.92
74238,0.83,0.99
74239,0.81,0.91
74258,0.42,0.56
74261,0.11,0.87
74262,0.11,0.85
74263,0.1,0.89
74265,0.5,0.54
74274,0.44,0.49
74300,0.11,0.9
74310,0.39,0.52
74317,0.11,0.78
74325,0.36,0.5
74332,0.43,0.51
74336,0.4,0.5
60257,0.86,0.84
61212,0.38,0.49
74342,0.46,0.45
74349,0.37,0.57
74353,0.43,0.52
74361,0.66,0.93
74365,0.37,0.48
64427,0.77,0.92
74390,0.38,0.55
74396,0.39,0.54
74404,0.41,0.55
74405,0.1,0.9
74406,0.09,0.93
66115,0.41,0.47
74408,0.39,0.46
74414,0.83,0.99
74415,0.09,0.87
74418,0.75,0.81
74423,0.44,0.54
66730,0.1,0.84
73931,0.42,0.46
74442,0.1,0.83
75047,0.1,0.86
74457,0.31,0.77
74464,0.42,0.54
76187,0.38,0.5
74481,0.39,0.57
81643,0.1,0.97
74491,0.11,0.93
83228,0.1,0.92
74516,0.11,0.9
74520,0.44,0.65
74521,0.91,0.96
74528,0.72,1
74529,0.66,0.66
74547,0.2,0.69
74552,0.97,0.78
74557,0.59,0.73
89155,0.88,0.6
74566,0.16,0.73
91739,0.61,0.96
74576,0.52,0.79
74577,0.82,0.49
93303,0.75,0.94
74587,0.62,0.5
74591,0.91,0.88
74592,0.61,0.98
74600,0.79,0.77
74603,0.9,0.93
74607,0.75,0.83
74608,0.81,0.64
74609,0.59,0.88
74610,0.56,0.83
74618,0.98,0.79
93986,0.59,0.72
74635,0.61,0.67
74648,0.78,0.7
74649,0.55,0.93
74651,0.2,0.97
74656,0.79,0.44
74668,0.52,0.98
74670,0.97,0.52
74674,0.63,0.94
74698,0.85,0.99
74705,0.59,0.74
74711,0.64,0.6
74718,0.8,0.67
74719,0.61,0.75
74721,0.87,0.61
74724,0.75,0.59
74727,0.96,0.51
74731,0.75,0.92
74739,0.19,0.58
74744,0.52,0.97
94279,0.6,0.6
74755,0.9,0.81
74757,0.89,0.92
74767,0.54,0.93
74774,0.99,0.55
74778,0.66,0.56
74780,0.92,0.64
74792,0.19,0.72
74796,0.39,0.37
74797,0.41,0.68
74802,0.6,0.49
74808,0.95,0.54
74809,0.51,0.87
74811,0.54,0.74
74813,0.16,0.54
74822,0.98,0.77
94293,0.65,0.75
74827,0.38,0.5
74828,0.95,0.71
74832,0.6,0.62
74834,0.78,0.91
74835,0.19,0.63
95138,0.56,0.99
74840,0.21,0.71
74841,0.83,0.71
74859,0.5,0.64
74863,0.74,0.87
74864,0.75,0.83
74868,0.85,0.66
96102,0.93,0.59
74880,,0.7
96330,0.91,0.78
74884,0.22,0.54
74887,0.78,0.52
74894,0.53,0.8
74899,0.58,0.69
74907,0.99,0.81
74911,0.62,0.64
74919,0.59,0.69
74922,0.13,0.76
74925,0.19,0.63
96945,0.94,0.99
74933,0.53,0.96
74953,0.96,0.85
98127,0.62,0.87
74987,0.81,0.86
75005,0.63,0.78
75012,0.92,0.68
75019,0.83,0.74
75027,0.49,0.37
75034,0.8,0.66
75041,0.54,0.76
75042,0.37,0.72
75044,0.93,0.56
99207,0.88,0.99
75051,0.79,0.87
75057,0.65,0.88
75060,0.72,0.7
75067,0.58,0.49
75071,0.37,0.51
2743,0.87,0.97
3247,0.63,0.72
75083,0.72,0.79
75110,0.36,0.55
75132,0.96,0.7
75147,0.52,0.37
75153,0.16,0.83
75159,0.63,0.55
75160,0.92,0.76
75163,0.82,0.49
75164,0.18,0.54
75171,0.73,0.48
75178,0.44,0.61
3999,0.73,0.62
75186,0.62,0.95
4444,0.94,0.8
75196,0.76,0.74
75198,0.89,0.49
75210,0.9,0.88
75224,1,0.93
75238,0.71,0.9
75240,0.73,0.97
6965,0.97,0.9
75249,0.6,0.59
8467,0.82,0.67
9205,0.95,0.48
75256,0.88,0.65
75258,0.79,0.49
12377,0.52,0.96
75260,0.22,0.61
12562,0.59,0.96
75275,0.84,0.64
75278,0.54,0.41
75279,1,0.86
75292,0.93,0.59
75295,0.96,0.55
75298,0.56,0.41
17845,0.49,0.66
75304,0.89,0.51
75312,0.57,0.91
75315,0.96,0.64
18365,0.65,0.89
75323,0.14,0.66
75325,0.64,0.49
75331,0.98,0.91
75332,0.71,0.59
75348,0.96,0.49
75351,0.9,0.57
75357,0.52,0.96
18850,0.78,0.98
75372,0.62,0.69
75373,0.6,0.8
75379,0.82,0.62
75398,0.52,0.55
75399,0.13,0.84
75400,0.97,0.93
19816,0.63,0.9
75433,0.68,0.78
75434,0.74,0.83
75441,0.89,0.57
75443,0.28,0.95
75445,0.61,0.9
75447,0.67,0.49
20284,0.86,0.64
75460,0.87,0.93
75467,0.7,0.95
75468,0.68,0.84
75478,0.69,0.75
75482,0.97,0.83
75484,0.62,0.89
75493,0.55,0.87
75497,0.61,0.73
75504,0.15,0.81
21584,0.84,0.86
75509,0.87,0.64
75516,0.93,0.86
75519,0.14,0.73
75520,0.96,0.7
22417,0.41,0.63
75523,0.84,0.96
75529,0.94,0.69
75532,0.6,0.86
75547,0.7,0.73
23257,0.29,0.91
75557,0.31,0.51
75558,0.73,0.99
25096,0.51,0.52
75562,0.58,0.77
75566,0.59,0.97
75568,0.95,0.9
75581,0.84,0.93
75589,0.28,0.37
75592,0.94,0.52
75595,0.49,0.59
75599,0.72,0.5
75605,0.19,0.85
75611,0.83,0.95
75612,0.79,0.92
75619,0.72,0.61
75620,0.97,0.74
75624,0.92,0.83
30772,0.95,0.53
75633,0.76,0.64
34071,0.24,0.62
75672,0.89,0.99
75673,0.69,0.63
75691,0.92,0.98
75693,0.79,0.61
75697,0.87,0.94
75704,0.89,0.88
75706,0.75,0.77
75724,0.78,0.6
75725,0.13,0.62
75726,0.94,0.86
75736,0.94,0.88
75751,0.67,0.6
75756,0.6,0.73
36885,0.62,0.94
75768,0.38,0.52
75774,0.8,0.77
75790,0.61,0.42
75796,0.61,0.56
75797,0.66,0.8
75799,0.56,0.74
75826,1,0.55
75832,0.73,0.86
75833,0.6,0.66
75839,0.78,0.59
75844,0.48,0.53
37792,0.9,0.77
75853,0.16,0.76
75858,0.5,0.75
75862,0.66,0.65
75867,0.44,0.37
75877,0.95,0.67
75878,0.9,0.65
75886,0.27,0.48
75888,0.51,0.74
75893,0.68,0.76
75906,0.97,0.93
38884,0.91,0.75
75924,0.76,0.88
39235,0.88,0.61
75935,0.83,0.73
75936,0.78,0.54
75937,0.52,0.38
39690,0.63,0.49
75944,0.9,0.74
40027,0.48,0.58
75952,0.7,0.6
75955,0.68,0.66
75964,0.7,0.87
75968,0.77,0.5
75971,0.73,0.93
75975,0.87,0.48
75981,0.65,0.98
42542,0.62,0.7
75999,0.53,0.51
76008,0.59,0.39
42622,0.87,0.72
76016,0.47,0.53
76024,0.96,0.81
76025,0.79,0.74
76044,0.84,0.6
76070,0.68,0.49
76074,0.86,0.66
76075,0.73,0.98
76076,0.9,0.67
76085,0.63,0.64
76086,0.71,0.72
76087,0.71,0.68
76090,0.95,0.62
76091,0.51,0.86
76108,0.77,0.91
10523,0.48,0.51
76113,0.93,0.91
42848,0.83,0.86
76128,0.61,0.73
76141,0.97,0.89
76143,0.5,0.81
76157,0.84,0.54
76158,0.58,0.38
44814,0.59,0.72
76176,0.77,0.83
76177,0.78,0.4
76182,0.6,0.96
76185,0.53,0.77
44976,0.73,0.69
76191,0.76,0.94
76195,0.12,0.61
76198,0.2,0.98
76203,0.5,0.77
76207,0.79,0.65
76226,0.96,0.68
76229,0.26,0.69
76239,0.8,0.72
76241,0.43,0.71
76247,0.87,0.71
45398,0.63,0.75
76253,0.58,0.48
76267,0.2,0.42
45547,0.62,0.71
76286,0.91,0.94
76290,0.66,0.91
76296,0.53,0.81
76298,0.52,0.98
76313,1,0.88
76319,0.73,0.67
76322,0.65,0.67
76332,0.5,0.95
45770,0.94,0.59
76353,0.48,0.86
76356,0.67,0.87
76357,0.73,0.94
76361,0.63,0.71
76376,0.84,0.84
76379,0.2,0.94
76380,0.76,0.57
76393,0.55,0.54
76394,0.8,0.55
76399,0.64,0.91
76403,0.59,0.97
76405,0.92,0.98
46376,0.75,0.76
76432,0.69,0.74
76433,0.82,0.93
76439,0.88,0.85
76446,0.89,0.91
76449,1,0.79
46506,0.66,0.91
76454,0.76,0.92
76463,0.8,0.62
46752,0.58,0.86
76491,0.73,0.93
76494,1,0.73
76495,0.18,0.9
76500,0.47,0.46
76505,0.92,0.64
76508,0.51,0.5
76511,0.81,0.62
76513,0.52,0.57
76521,0.95,0.96
76523,0.93,0.64
76531,0.98,0.67
47008,0.79,0.79
76541,0.99,0.73
76575,0.64,0.9
76581,0.54,0.44
49210,0.79,0.59
76599,0.55,0.98
76603,0.18,0.81
76620,0.56,0.81
76631,0.92,0.67
76632,0.99,0.75
76639,0.77,0.85
50612,0.49,0.52
51699,0.98,0.58
76652,0.18,0.54
76659,0.8,0.82
76660,0.81,0.77
76666,0.13,0.61
76701,0.58,0.97
76702,0.75,0.63
76709,0.8,0.94
76729,0.78,0.6
76730,0.92,0.6
76734,0.85,0.98
76744,0.52,0.63
76746,0.95,0.84
51738,0.81,0.92
76755,0.16,0.82
76762,0.91,0.74
54334,0.62,0.51
76817,0.24,0.42
57002,0.88,0.51
76821,0.94,0.73
76825,0.76,0.79
76827,0.49,0.67
76828,0.93,0.9
76831,0.92,0.66
76834,0.19,0.94
76842,0.66,0.76
76843,0.16,0.94
76848,0.83,0.99
76859,0.69,0.53
76861,0.82,0.53
76862,0.88,0.72
76864,0.31,0.42
76867,0.83,0.49
76869,0.94,0.52
76870,0.65,0.79
76872,0.6,0.6
61055,0.52,0.43
76876,0.66,0.89
76883,0.87,0.87
76891,0.2,0.99
76893,0.63,0.91
76899,0.69,0.98
76904,0.48,0.61
76919,0.8,0.8
76922,0.89,0.74
76924,0.67,0.63
76928,0.37,0.86
76931,0.93,0.61
63608,0.69,0.52
76947,0.16,0.61
64373,0.81,0.55
76954,0.97,0.63
76967,0.77,0.59
76976,0.75,0.78
76979,0.88,0.82
77007,0.43,0.51
77015,0.99,0.99
77016,0.59,0.65
77033,0.89,0.71
77039,0.54,0.73
77040,0.32,0.86
69075,0.17,0.55
77072,0.78,0.55
77080,0.73,0.68
77084,0.65,0.76
77096,0.8,0.71
77100,0.61,0.86
77102,0.67,0.49
77108,0.63,0.57
77114,0.51,0.58
77120,0.82,0.59
73736,0.79,0.67
77150,0.49,0.6
75183,0.7,0.59
77171,0.13,0.5
77173,0.83,0.52
77174,0.83,0.91
77177,0.19,0.83
77178,0.8,0.81
77180,0.49,0.67
76540,0.92,0.99
76820,0.81,0.55
77193,0.62,0.91
77199,0.21,0.7
77202,0.95,0.74
77213,0.51,0.8
78503,0.52,0.89
77219,0.64,0.56
77222,0.62,0.79
77224,0.73,0.88
77228,0.32,0.86
82572,0.78,0.96
77235,0.65,0.91
77240,0.56,0.92
77252,0.96,0.89
83318,0.79,0.82
77268,0.66,0.58
77273,0.67,0.68
77274,0.86,0.82
77275,0.57,0.72
87700,0.86,0.87
77296,0.52,0.59
77299,0.73,0.61
92007,0.78,0.63
93288,0.95,0.63
77329,0.75,0.61
77332,0.83,0.52
97538,0.48,1
77350,0.3,0.58
77358,0.72,0.85
77359,0.61,0.52
98910,0.31,0.87
77366,0.62,0.81
77381,0.48,0.49
77386,0.97,0.89
99794,0.61,0.83
77404,0.93,0.99
77408,0.89,0.39
77417,0.95,0.9
77430,0.36,0.44
1687,0.29,0.39
77446,0.65,0.83
77448,0.72,0.54
77449,0.51,0.56
77463,0.54,0.53
3606,0.66,0.58
77476,0.59,0.54
77477,0.45,0.48
77482,0.15,0.91
77485,0.95,0.53
77489,0.49,0.59
77497,0.68,0.97
77498,0.7,0.76
77503,0.9,0.73
77509,0.94,0.95
77515,0.8,0.86
77522,0.59,0.53
77533,0.43,0.96
77537,0.7,0.54
77539,0.51,0.62
77542,0.12,0.49
8580,0.14,0.56
77550,0.86,0.91
77551,0.97,0.5
77558,1,0.86
77563,0.49,0.63
77564,0.9,0.93
77568,0.82,0.89
77572,0.59,0.48
77574,0.97,0.57
77581,0.69,0.88
11002,0.73,0.84
77595,0.48,0.74
77596,0.94,0.49
77597,0.74,0.73
16426,0.65,0.63
77623,0.93,0.94
77636,0.57,0.67
77638,0.9,0.49
19485,0.55,0.86
77693,0.59,0.73
77701,0.72,0.98
77706,0.87,0.52
77715,0.86,0.82
77720,0.61,0.5
77724,0.45,0.63
27813,0.51,0.63
29402,0.87,0.92
77739,0.29,0.38
77742,0.57,0.64
77751,0.69,0.83
30114,0.61,0.9
77761,0.96,0.85
77762,0.16,0.61
77763,0.96,0.82
77766,0.77,0.81
77795,0.85,0.87
77811,0.37,0.49
77812,0.68,0.65
77815,0.87,0.6
77822,0.95,0.8
77824,0.84,0.63
77828,0.44,0.51
77835,0.94,0.73
77838,0.85,0.94
77842,0.75,0.51
77855,0.76,0.67
77856,0.13,0.97
77857,0.6,0.79
77859,0.45,0.55
77863,0.49,1
30742,0.19,0.36
77867,0.68,0.89
77872,0.53,0.91
31479,1,0.77
77887,0.99,0.86
77890,0.29,0.75
77892,0.54,0.83
34816,0.25,0.9
77905,0.71,0.76
77927,0.96,0.84
35144,0.8,0.9
77943,0.82,0.87
77956,0.19,0.97
77959,0.43,0.74
77965,0.62,0.84
77973,0.75,0.85
77974,0.56,0.48
43786,0.88,0.91
77985,0.63,0.57
77995,0.75,0.93
78007,0.74,1
78008,0.55,0.68
44279,0.87,0.55
78030,0.13,0.9
78032,0.33,0.64
78038,0.89,0.97
78043,0.56,0.94
78058,0.95,0.61
78066,0.57,0.59
44646,0.72,0.53
44783,0.28,0.44
78079,0.54,0.61
78081,0.54,0.95
78091,0.99,0.8
78100,0.37,0.69
78102,0.77,0.87
78106,0.7,0.88
49887,0.8,0.74
78113,0.52,0.63
78127,0.69,0.55
50473,0.6,0.62
78131,0.74,0.64
78133,0.69,0.82
78135,0.78,0.89
78137,0.77,0.75
78146,0.91,0.68
78147,0.54,0.68
78148,0.48,0.77
78151,0.55,0.96
78152,0.17,0.36
78158,0.77,0.83
78159,0.93,0.98
78174,0.65,0.91
78179,0.67,0.52
78180,0.95,0.88
78182,0.61,0.97
50641,0.57,0.39
78216,0.65,1
78218,0.85,0.81
78249,0.61,0.96
78251,0.65,0.9
78254,0.92,0.93
78255,0.37,0.41
78258,0.48,0.77
78263,0.82,0.91
78276,0.84,0.75
78278,0.57,0.46
78284,0.8,0.75
78302,0.49,0.91
78307,0.79,0.82
78309,0.48,0.67
51306,0.28,0.89
78313,0.47,0.56
78338,0.91,0.6
78341,0.75,0.6
78343,0.61,0.89
78344,0.47,0.79
78345,0.22,0.7
78350,0.5,0.48
78365,0.56,0.87
51451,0.84,0.85
78386,0.69,0.72
52661,0.53,0.64
78394,0.17,0.57
54996,0.48,0.71
78401,0.94,0.51
58081,0.77,0.89
78408,1,0.72
78409,0.49,0.65
78419,0.93,0.73
78420,0.38,0.43
78423,0.6,0.54
78424,0.5,0.82
60222,0.97,0.55
78430,0.93,0.95
78435,0.5,1
78445,0.52,0.84
78448,0.5,0.71
78471,0.55,0.4
61604,0.95,0.84
78479,0.48,0.42
78484,0.51,0.39
78485,0.96,0.48
78493,0.97,0.84
78496,0.97,0.66
62193,0.71,0.54
78508,0.82,0.49
65208,0.57,1
78511,0.48,0.93
67016,0.71,0.64
78515,0.63,0.61
78518,0.99,0.84
78531,0.79,0.83
78551,0.65,0.85
78553,0.7,0.85
78555,0.99,0.94
78557,0.65,0.62
78562,0.92,0.85
78563,0.24,0.5
78566,0.39,0.89
78570,0.82,0.85
78579,0.78,0.89
78581,0.62,0.79
78583,0.6,0.61
78603,0.49,0.57
78605,0.82,0.82
78608,0.48,0.81
78617,0.69,0.56
69592,0.4,0.89
78623,0.72,0.8
78626,0.75,0.84
78633,0.5,0.77
78636,0.78,0.5
78638,0.76,0.45
78654,0.94,0.52
77903,0.24,0.94
78684,0.99,0.66
78709,0.67,0.64
78710,0.76,0.57
78711,0.76,0.77
78717,0.55,0.64
80553,0.74,0.6
78726,0.81,0.85
78730,0.98,0.67
78735,0.98,0.98
78745,0.58,0.91
78757,0.18,0.75
78758,0.57,0.67
78771,0.7,0.62
78774,0.49,0.77
78778,0.7,0.56
83145,0.16,0.93
78780,0.58,
78785,0.66,0.57
78789,0.51,0.55
84166,0.48,0.84
86811,0.56,0.71
78805,0.81,0.62
91916,0.57,0.7
78810,0.66,0.53
78812,0.22,0.91
78817,0.96,0.71
78822,0.87,0.88
78824,0.61,0.42
78828,0.66,0.85
78829,0.9,0.51
78837,0.64,0.67
78840,0.76,0.82
78841,0.97,0.41
92737,0.69,0.76
78850,0.98,0.55
78861,0.18,0.61
78863,0.62,0.91
78870,0.29,0.37
78879,0.87,0.48
78881,0.91,0.64
78882,0.53,0.79
78893,0.69,0.73
78894,0.14,0.58
78897,0.7,0.77
78899,0.77,0.75
78910,0.77,0.76
78911,0.76,0.99
78914,0.66,0.49
78915,0.5,0.95
95699,0.57,0.9
78926,0.97,0.62
96156,0.26,0.99
78937,0.72,0.62
78945,0.83,0.93
78946,0.55,0.4
78950,0.77,0.74
96535,0.24,0.63
78959,0.8,0.96
2588,0.5,0.59
78964,0.66,0.59
78971,0.66,0.77
78977,0.66,0.81
78983,0.96,0.83
78985,0.75,0.94
79007,0.78,0.77
79010,0.57,0.82
79013,0.78,0.68
79014,0.57,0.88
79015,0.84,0.56
7356,0.23,0.94
26143,0.53,0.37
79028,0.82,0.71
79036,0.59,0.64
79043,0.5,0.52
79045,1,0.74
79047,0.94,0.61
79049,0.86,0.61
79056,0.73,0.49
79087,0.49,0.94
79091,0.79,0.73
79093,0.83,0.5
79094,0.85,0.67
79095,0.65,0.37
79103,0.94,0.65
79104,0.76,0.81
79107,0.77,0.54
79112,0.77,0.91
79115,0.59,0.64
79118,0.69,0.9
79126,0.51,0.85
79130,0.8,0.67
79131,0.98,0.7
79145,0.69,0.72
79147,0.14,0.76
79157,0.95,0.9
79181,0.53,0.61
26421,0.64,0.52
79186,0.51,0.73
79190,0.36,0.73
79191,0.62,0.97
79193,0.98,0.58
29941,0.53,0.7
79201,0.8,0.95
79203,0.73,0.77
79215,0.82,0.8
79216,0.62,0.75
79248,0.87,0.48
79251,0.43,0.65
30797,0.57,0.6
79254,0.91,0.77
79256,0.75,0.59
79266,0.76,0.8
79271,0.85,0.49
79274,0.56,0.67
79275,0.86,0.84
79285,0.21,0.43
79297,0.94,0.59
79303,0.98,0.74
31016,0.42,0.45
79310,0.98,0.89
79337,1,0.93
34559,0.95,0.52
43538,0.95,0.5
79369,0.68,0.53
79373,0.64,0.38
44455,0.24,0.62
79388,0.37,0.72
79404,0.67,0.4
48254,0.86,0.89
79416,0.43,0.38
79423,0.67,0.67
79426,0.92,0.6
79429,0.43,0.46
79448,0.52,0.8
79454,0.16,0.42
79456,0.49,0.6
79458,0.37,0.63
79459,0.98,0.68
79464,0.33,0.97
79467,0.14,0.79
79468,0.54,0.79
79472,0.63,0.48
79490,0.55,0.69
79507,0.84,0.53
79509,0.51,0.97
79510,0.15,0.75
48801,0.97,0.79
79516,0.67,0.69
79520,0.48,0.67
79530,0.69,0.58
79534,0.6,0.62
79536,0.82,0.71
50290,0.86,0.95
50744,0.69,0.59
79550,0.87,0.87
79551,0.17,0.78
79556,0.94,0.51
52274,0.5,1
79562,0.16,0.72
79571,0.89,0.99
79572,0.69,0.51
79581,0.5,0.51
79583,0.16,0.46
55729,0.75,0.99
79604,0.64,0.66
79607,0.78,0.43
67954,0.81,0.74
79619,0.55,0.58
79620,0.53,0.53
79621,0.69,0.73
79631,0.8,0.53
79632,0.77,0.98
79633,0.84,0.8
68269,0.64,0.55
79645,0.78,0.57
79652,0.67,0.7
79654,0.81,0.77
79668,0.91,0.82
79691,0.75,0.89
79697,0.78,0.96
79715,0.54,0.52
79725,0.77,0.71
68814,0.89,0.63
79766,0.16,0.98
79777,0.77,0.99
79779,0.69,0.48
79782,0.61,0.81
69109,0.59,0.81
79789,0.58,0.8
79794,0.88,0.67
79804,0.51,0.63
79808,0.31,0.7
79811,0.52,0.52
79815,0.57,0.46
79816,0.5,0.77
79822,0.74,0.63
79825,0.74,0.77
79832,0.82,0.51
79842,0.74,0.71
79843,0.2,0.59
79845,0.63,0.48
79854,0.19,0.8
79860,0.4,0.62
79861,0.71,0.37
79863,0.84,0.73
70975,0.59,0.84
79891,0.57,0.85
79893,0.81,0.61
79895,0.8,0.7
79907,0.49,0.66
71480,0.55,0.64
79918,0.68,0.4
79924,0.55,0.67
79944,0.59,0.62
72994,0.91,0.8
79946,0.48,0.9
74565,0.84,0.66
79959,0.73,0.54
61919,0.28,0.59
79967,0.77,0.65
79970,0.67,0.65
79971,0.5,0.53
79975,0.32,0.47
79989,0.57,0.78
79998,0.51,0.8
80001,0.61,0.6
80003,0.83,0.73
80004,0.87,0.97
74749,0.7,0.63
80015,0.78,0.65
80019,0.71,0.53
80029,0.68,0.99
80044,0.75,0.53
80049,0.7,0.53
80055,0.59,0.94
80073,0.64,0.87
80074,0.61,0.88
87594,0.77,0.49
80080,0.51,0.64
80085,0.49,0.49
90841,0.77,0.75
80106,0.31,0.86
80112,0.54,0.76
93509,0.56,0.66
80119,0.65,0.77
80121,0.49,0.36
80126,0.82,0.79
96390,0.6,0.52
80132,0.64,0.63
80134,0.7,0.68
80139,0.65,0.89
80144,0.69,0.78
3327,0.93,0.74
80153,0.55,0.52
80156,0.75,0.87
80157,0.47,0.43
80172,0.72,0.88
80186,0.59,0.92
80187,0.98,0.49
80189,0.39,0.52
5811,0.93,0.87
80194,0.71,0.97
12584,0.49,0.54
80199,0.63,0.93
15900,0.45,0.64
80202,0.77,0.64
80208,0.77,0.63
16456,0.5,0.92
80212,0.45,0.42
21963,0.81,0.47
23802,0.83,0.67
24198,0.47,0.76
80230,0.25,0.89
32600,0.89,0.55
80252,0.97,0.57
80253,0.6,0.65
80256,0.67,0.72
80257,0.89,0.77
33946,0.6,0.91
80279,0.64,0.79
34216,0.57,0.66
80295,0.56,0.98
80297,0.6,0.9
80307,0.17,0.66
80311,0.74,0.49
80317,0.44,0.41
80321,0.51,0.89
80325,0.86,0.57
80331,0.96,0.48
80336,0.87,0.82
80337,0.58,0.79
80339,0.24,0.56
80340,0.42,0.8
36173,0.65,0.94
80350,0.73,0.92
80352,0.63,0.6
80367,0.95,0.48
80369,0.52,0.83
80371,0.96,0.55
37507,0.66,0.51
80389,0.98,0.44
80398,0.56,0.79
80404,0.97,0.54
38718,0.72,0.92
80418,0.74,0.78
80422,0.2,0.6
80426,0.73,0.56
39082,0.76,0.79
80439,0.65,0.54
80440,0.66,0.5
80442,0.96,0.97
80443,0.57,0.55
80454,0.61,0.82
80470,0.57,0.69
80471,0.59,0.47
80480,0.92,0.68
80483,0.79,0.56
80489,0.95,0.66
80492,0.24,0.81
80497,0.49,0.52
80507,0.49,0.68
40701,0.97,0.51
80522,0.55,0.78
41068,0.76,0.56
80526,0.53,0.99
42815,0.51,0.86
80538,0.57,0.93
42879,0.58,0.91
80541,0.6,0.98
80542,0.65,0.74
80547,0.91,0.75
43101,0.65,0.55
43847,0.18,0.49
80556,0.66,0.9
80565,0.78,0.8
45772,0.82,0.65
80576,0.54,0.64
80579,0.95,0.84
80584,0.65,0.85
80589,0.83,0.55
80610,0.15,0.6
80616,0.59,0.59
80619,0.99,0.94
80628,0.76,0.72
80629,0.64,0.67
80633,0.95,0.75
80637,0.53,0.66
80645,0.59,0.5
80656,0.69,0.86
80669,0.5,0.49
80676,0.89,0.96
80677,0.56,0.39
80679,0.77,0.68
80680,0.15,0.75
80699,0.88,0.58
80706,0.89,0.86
46257,0.65,0.52
48413,0.58,0.99
48756,0.56,0.85
80725,0.25,0.72
80728,0.87,0.89
80733,0.62,0.4
80736,0.72,0.75
80741,0.49,0.94
50524,0.57,0.91
80757,0.63,0.65
80758,0.91,0.63
80759,0.7,0.68
80761,0.66,0.95
80764,0.77,0.48
80766,0.68,0.97
53489,0.34,0.46
80781,0.97,0.64
80782,0.57,0.75
55127,0.66,0.65
80815,0.68,0.67
80817,0.49,0.78
80819,0.72,0.66
80825,0.77,0.89
80828,0.77,0.73
80832,0.59,0.73
80841,0.41,0.67
58217,0.94,0.64
80844,0.91,0.61
59761,0.7,0.84
80849,0.51,0.52
80855,0.22,0.7
80857,0.69,0.65
63362,0.2,0.68
80866,0.9,0.85
80870,0.76,0.85
80872,0.88,0.51
80873,0.31,0.63
80874,0.17,0.66
80875,0.91,0.77
80879,0.97,0.38
80883,0.61,0.77
80884,0.74,0.67
80904,0.65,0.82
80909,0.87,0.73
80912,0.56,0.71
68455,0.78,0.69
80919,0.73,0.57
80948,0.66,0.78
80949,0.15,0.81
80953,0.52,0.69
80960,0.44,0.66
70024,0.7,0.7
71000,0.63,0.52
80969,0.89,0.59
8812,0.96,0.85
80981,0.98,0.99
80990,0.62,0.82
81002,0.62,0.73
